TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Horseshoe_TP9,Horseshoe_AF7,Horseshoe_AF8,Horseshoe_TP10,Marker
1771834701848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/music/start [Epic Score - Liberators (Instrumental remake).mp3]
1771834701864,0.37067884,0.33260792,0.52512974,0.3909465,0.39556986,0.18672834,0.16795169,0.29491416,0.14289631,0.35966378,0.2364283,0.20683673,0.037169002,0.08437664,0.049667854,0.04947716,0.053685993,0.03662328,0.020822441,0.057825446,4.0,4.0,4.0,4.0,
1771834701982,0.37067884,0.33260792,0.52512974,0.3909465,0.39556986,0.18672834,0.16795169,0.29491416,0.14289631,0.38432348,0.23383087,0.20683673,0.037169002,0.08437664,0.049667854,0.04947716,0.053685993,0.03662328,0.020822441,0.057825446,4.0,4.0,4.0,4.0,
1771834701983,0.37067884,0.33260792,0.52512974,0.3909465,0.39556986,0.18672834,0.16795169,0.29491416,0.14289631,0.38432348,0.23383087,0.20683673,0.037169002,0.08704308,0.04850059,0.04947716,0.053685993,0.03662328,0.020822441,0.057825446,4.0,4.0,4.0,4.0,
1771834701984,0.37067884,0.3125097,0.52842575,0.3909465,0.39556986,0.18672834,0.16795169,0.29491416,0.14289631,0.38432348,0.23383087,0.20683673,0.037169002,0.08704308,0.04850059,0.04947716,0.053685993,0.03662328,0.020822441,0.057825446,4.0,4.0,4.0,4.0,
1771834701984,0.37067884,0.3125097,0.52842575,0.3909465,0.39556986,0.17976329,0.16845235,0.29491416,0.14289631,0.38432348,0.23383087,0.20683673,0.037169002,0.08704308,0.04850059,0.04947716,0.053685993,0.03662328,0.020822441,0.057825446,4.0,4.0,4.0,4.0,
1771834701985,0.37067884,0.3125097,0.52842575,0.3909465,0.39556986,0.17976329,0.16845235,0.29491416,0.14289631,0.38432348,0.23383087,0.20683673,0.037169002,0.08704308,0.04850059,0.04947716,0.053685993,0.03636048,0.020790463,0.057825446,4.0,4.0,4.0,4.0,
1771834702050,0.37067884,0.3125097,0.52842575,0.3909465,0.39556986,0.17976329,0.16845235,0.29491416,0.14289631,0.3954344,0.23451988,0.20683673,0.037169002,0.08704308,0.04850059,0.04947716,0.053685993,0.03636048,0.020790463,0.057825446,4.0,4.0,4.0,4.0,
1771834702051,0.37067884,0.3125097,0.52842575,0.3909465,0.39556986,0.17976329,0.16845235,0.29491416,0.14289631,0.3954344,0.23451988,0.20683673,0.037169002,0.090665564,0.047585007,0.04947716,0.053685993,0.03636048,0.020790463,0.057825446,4.0,4.0,4.0,4.0,
1771834702052,0.37067884,0.2986073,0.5298723,0.3909465,0.39556986,0.17976329,0.16845235,0.29491416,0.14289631,0.3954344,0.23451988,0.20683673,0.037169002,0.090665564,0.047585007,0.04947716,0.053685993,0.03636048,0.020790463,0.057825446,4.0,4.0,4.0,4.0,
1771834702053,0.37067884,0.2986073,0.5298723,0.3909465,0.39556986,0.17857629,0.1674123,0.29491416,0.14289631,0.3954344,0.23451988,0.20683673,0.037169002,0.090665564,0.047585007,0.04947716,0.053685993,0.03636048,0.020790463,0.057825446,4.0,4.0,4.0,4.0,
1771834702053,0.37067884,0.2986073,0.5298723,0.3909465,0.39556986,0.17857629,0.1674123,0.29491416,0.14289631,0.3954344,0.23451988,0.20683673,0.037169002,0.090665564,0.047585007,0.04947716,0.053685993,0.036716435,0.020610522,0.057825446,4.0,4.0,4.0,4.0,
1771834702203,0.37067884,0.2986073,0.5298723,0.3909465,0.39556986,0.17857629,0.1674123,0.29491416,0.14289631,0.3971688,0.23701671,0.20683673,0.037169002,0.090665564,0.047585007,0.04947716,0.053685993,0.036716435,0.020610522,0.057825446,4.0,4.0,4.0,4.0,
